polygonid,elevation
8314,295
8314,289
8314,300
8315,316
8315,339
8315,377
8315,552
8315,340
8316,277
8316,339
8316,281
8316,280
8316,284
8317,357
8317,297
8317,326
8317,304
8317,270
8318,294
8318,261
8318,534
8318,552
8318,43
8319,401
8319,208
8319,413
8319,384
8319,263
8320,70
8320,41
8320,7
8320,49
8320,100
8321,126
8321,92
8321,165
8321,146
8321,241
8322,181
8322,322
8322,64
8322,463
8322,220
8323,437
8323,413
8323,293
8323,291
8323,385
8324,18
8324,10
8324,8
8324,11
8324,14
8325,297
8325,196
8325,418
8325,280
8325,654
8326,404
8326,125
8326,525
8326,139
8326,109
8327,825
8327,880
8327,864
8327,892
8327,896
8328,788
8328,794
8328,800
8328,792
8328,796
8329,878
8329,892
8329,865
8329,897
8329,864
8330,965
8330,701
8330,958
8330,695
8330,702
8331,725
8331,729
8331,718
8331,759
8331,712
8332,707
8332,707
8332,710
8332,709
8332,713
8333,727
8333,728
8333,735
8333,725
8333,723
8334,744
8334,733
