polygonid,elevation
3046,231
3047,233
3047,233
3047,232
3047,233
3047,230
3048,244
3048,243
3048,243
3048,246
3048,243
3049,245
3049,248
3049,248
3049,248
3049,245
3050,245
3050,243
3050,244
3050,243
3050,244
3051,241
3051,243
3051,243
3051,240
3051,241
3052,243
3052,245
3052,248
3052,249
3052,248
3053,242
3053,244
3053,246
3053,243
3053,243
3054,248
3054,253
3054,252
3054,248
3054,251
3055,247
3055,248
3055,249
3055,250
3055,244
3056,256
3056,256
3056,255
3056,250
3056,251
3057,250
3057,251
3057,253
3057,250
3057,252
3058,252
3058,254
3058,248
3058,253
3058,249
3059,257
3059,256
3059,254
3059,252
3059,256
3060,254
3060,257
3060,258
3060,251
3060,252
3061,253
3061,256
3061,256
3061,253
3061,256
3062,251
3062,252
3062,254
3062,255
3062,255
3063,253
3063,254
3063,254
3063,254
3063,257
3064,256
3064,258
3064,256
3064,258
3064,259
3065,249
3065,252
3065,251
3065,249
3065,251
3066,247
3066,250
3066,251
3066,249
