polygonid,elevation
7032,29
7032,27
7032,28
7032,26
7032,26
7033,27
7033,27
7033,26
7033,25
7033,24
7034,28
7034,26
7034,26
7034,24
7034,26
7035,26
7035,25
7035,26
7035,27
7035,23
7036,26
7036,25
7036,27
7036,24
7036,24
7037,21
7037,26
7037,21
7037,28
7037,25
7038,24
7038,26
7038,25
7038,26
7038,26
7039,26
7039,24
7039,26
7039,24
7039,21
7040,23
7040,28
7040,28
7040,25
7040,23
7041,27
7041,28
7041,27
7041,28
7041,31
7042,27
7042,29
7042,25
7042,28
7042,28
7043,27
7043,27
7043,29
7043,31
7043,30
7044,30
7044,28
7044,31
7044,31
7044,33
7045,29
7045,32
7045,27
7045,27
7045,26
7046,30
7046,28
7046,27
7046,29
7046,31
7047,30
7047,27
7047,26
7047,28
7047,27
7048,31
7048,27
7048,32
7048,28
7048,29
7049,30
7049,26
7049,27
7049,25
7049,28
7050,29
7050,28
7050,26
7050,27
7050,22
7051,28
7051,25
7051,27
7051,27
7051,29
7052,24
