polygonid,elevation
17469,49
17469,37
17469,44
17469,40
17469,41
17470,63
17470,52
17470,48
17470,64
17470,69
17471,61
17471,55
17471,42
17471,51
17471,60
17472,41
17472,37
17472,47
17472,49
17472,33
17473,61
17473,71
17473,58
17473,64
17473,54
17474,55
17474,56
17474,51
17474,53
17474,49
17475,33
17475,32
17475,33
17475,33
17475,33
17476,37
17476,38
17476,37
17476,37
17476,35
17477,7
17477,4
17477,4
17477,4
17477,3
17478,5
17478,1
17478,4
17478,6
17478,-1
17479,7
17479,2
17479,6
17479,5
17479,6
17480,8
17480,6
17480,8
17480,7
17480,7
17481,19
17481,14
17481,17
17481,18
17481,15
17482,22
17482,29
17482,23
17482,27
17482,25
17483,49
17483,28
17483,52
17483,41
17483,34
17484,199
17484,285
17484,184
17484,355
17484,315
17485,29
17485,48
17485,28
17485,29
17485,32
17486,21
17486,28
17486,30
17486,25
17486,24
17487,17
17487,18
17487,21
17487,13
17487,20
17488,47
17488,45
17488,60
17488,62
17488,51
