polygonid,elevation
3767,85
3767,79
3767,79
3768,77
3768,79
3768,78
3768,80
3768,78
3769,70
3769,71
3769,73
3769,65
3769,68
3770,80
3770,81
3770,78
3770,77
3770,81
3771,69
3771,66
3771,73
3771,72
3771,75
3772,66
3772,68
3772,65
3772,70
3772,66
3773,69
3773,67
3773,65
3773,68
3773,69
3774,91
3774,90
3774,96
3774,89
3774,90
3775,96
3775,92
3775,92
3775,95
3775,93
3776,95
3776,85
3776,85
3776,91
3776,86
3777,86
3777,78
3777,87
3777,83
3777,74
3778,90
3778,87
3778,91
3778,88
3778,88
3779,83
3779,91
3779,96
3779,93
3779,92
3780,82
3780,83
3780,82
3780,86
3780,86
3781,87
3781,74
3781,83
3781,79
3781,87
3782,83
3782,76
3782,77
3782,76
3782,78
3783,78
3783,77
3783,82
3783,82
3783,78
3784,80
3784,79
3784,82
3784,82
3784,82
3785,78
3785,83
3785,81
3785,86
3785,77
3786,68
3786,77
3786,76
3786,77
3786,76
3787,73
3787,75
