polygonid,elevation
4768,19
4769,19
4769,19
4769,17
4769,20
4769,15
4770,18
4770,16
4770,18
4770,18
4770,20
4771,17
4771,16
4771,16
4771,17
4771,18
4772,14
4772,11
4772,17
4772,16
4772,15
4773,16
4773,18
4773,17
4773,21
4773,20
4774,17
4774,22
4774,17
4774,17
4774,22
4775,24
4775,19
4775,21
4775,24
4775,23
4776,22
4776,17
4776,21
4776,18
4776,19
4777,18
4777,20
4777,18
4777,18
4777,21
4778,17
4778,20
4778,16
4778,19
4778,17
4779,22
4779,24
4779,21
4779,22
4779,27
4780,21
4780,20
4780,28
4780,25
4780,21
4781,28
4781,20
4781,27
4781,26
4781,26
4782,20
4782,27
4782,24
4782,20
4782,24
4783,25
4783,27
4783,27
4783,20
4783,27
4784,23
4784,15
4784,18
4784,24
4784,29
4785,17
4785,32
4785,27
4785,33
4785,32
4786,69
4786,64
4786,64
4786,47
4786,69
4787,15
4787,16
4787,12
4787,19
4787,15
4788,17
4788,15
4788,16
4788,15
