polygonid,elevation
5490,104
5490,105
5491,103
5491,103
5491,107
5491,104
5491,103
5492,106
5492,110
5492,108
5492,129
5492,120
5493,112
5493,107
5493,102
5493,110
5493,122
5494,123
5494,118
5494,118
5494,120
5494,142
5495,122
5495,135
5495,121
5495,122
5495,116
5496,183
5496,119
5496,113
5496,131
5496,111
5497,118
5497,101
5497,101
5497,105
5497,102
5498,107
5498,104
5498,151
5498,104
5498,112
5499,126
5499,124
5499,130
5499,130
5499,123
5500,124
5500,123
5500,134
5500,121
5500,118
5501,120
5501,121
5501,116
5501,121
5501,119
5502,113
5502,115
5502,110
5502,116
5502,116
5503,187
5503,191
5503,172
5503,137
5503,139
5504,125
5504,121
5504,117
5504,128
5504,118
5505,117
5505,112
5505,118
5505,115
5505,113
5506,205
5506,224
5506,165
5506,251
5506,305
5507,150
5507,147
5507,150
5507,145
5507,151
5508,132
5508,144
5508,150
5508,143
5508,162
5509,131
5509,129
5509,124
5509,138
5509,126
5510,148
5510,176
5510,161
