polygonid,elevation
2526,350
2526,328
2526,359
2526,337
2527,335
2527,329
2527,322
2527,312
2527,350
2528,358
2528,353
2528,358
2528,361
2528,349
2529,343
2529,345
2529,351
2529,344
2529,347
2530,343
2530,339
2530,344
2530,342
2530,336
2531,342
2531,341
2531,355
2531,329
2531,348
2532,385
2532,328
2532,328
2532,394
2532,356
2533,337
2533,334
2533,336
2533,338
2533,336
2534,332
2534,331
2534,329
2534,329
2534,329
2535,319
2535,321
2535,317
2535,320
2535,321
2536,319
2536,318
2536,317
2536,315
2536,315
2537,326
2537,325
2537,324
2537,325
2537,312
2538,326
2538,329
2538,323
2538,323
2538,324
2539,317
2539,312
2539,319
2539,309
2539,308
2540,309
2540,314
2540,300
2540,313
2540,313
2541,310
2541,310
2541,310
2541,310
2541,310
2542,302
2542,301
2542,302
2542,304
2542,305
2543,298
2543,295
2543,298
2543,295
2543,293
2544,301
2544,299
2544,302
2544,306
2544,303
2545,295
2545,297
2545,294
2545,298
2545,297
2546,291
