polygonid,elevation
5150,555
5150,273
5150,491
5150,394
5151,519
5151,337
5151,210
5151,415
5151,197
5152,384
5152,242
5152,205
5152,245
5152,582
5153,215
5153,203
5153,202
5153,200
5153,213
5154,198
5154,190
5154,195
5154,189
5154,192
5155,193
5155,189
5155,193
5155,199
5155,191
5156,218
5156,209
5156,192
5156,206
5156,201
5157,244
5157,223
5157,240
5157,243
5157,243
5158,214
5158,214
5158,216
5158,212
5158,217
5159,206
5159,218
5159,221
5159,213
5159,212
5160,289
5160,274
5160,291
5160,272
5160,280
5161,261
5161,257
5161,256
5161,263
5161,267
5162,258
5162,276
5162,262
5162,268
5162,276
5163,243
5163,244
5163,252
5163,275
5163,234
5164,255
5164,254
5164,235
5164,252
5164,251
5165,230
5165,250
5165,227
5165,244
5165,248
5166,241
5166,256
5166,254
5166,255
5166,245
5167,278
5167,231
5167,294
5167,325
5167,270
5168,239
5168,246
5168,244
5168,237
5168,240
5169,239
5169,240
5169,239
5169,239
5169,241
5170,236
