polygonid,elevation
18931,46
18931,52
18931,81
18931,75
18931,129
18932,75
18932,82
18932,89
18932,79
18932,21
18933,28
18933,26
18933,26
18933,26
18933,27
18934,101
18934,111
18934,42
18934,46
18934,32
18935,51
18935,27
18935,25
18935,53
18935,31
18936,32
18936,105
18936,11
18936,23
18936,13
18937,26
18937,29
18937,31
18937,26
18937,31
18938,35
18938,36
18938,36
18938,38
18938,32
18939,43
18939,30
18939,39
18939,34
18939,29
18940,59
18940,46
18940,94
18940,91
18940,81
18941,34
18941,35
18941,34
18941,35
18941,34
18942,32
18942,34
18942,33
18942,34
18942,35
18943,31
18943,31
18943,32
18943,32
18943,33
18944,34
18944,30
18944,29
18944,30
18944,33
18945,31
18945,31
18945,28
18945,29
18945,28
18946,31
18946,33
18946,34
18946,30
18946,31
18947,33
18947,39
18947,31
18947,35
18947,35
18948,32
18948,35
18948,39
18948,36
18948,32
18949,34
18949,32
18949,32
18949,30
18949,31
18950,33
18950,35
18950,32
18950,35
18950,32
