polygonid,elevation
141,655
141,293
141,791
141,875
141,716
142,1572
142,1076
142,1173
142,1135
142,1913
143,1415
143,802
143,1864
143,1135
143,1523
144,830
144,867
144,825
144,842
144,802
145,717
145,726
145,738
145,786
145,752
146,441
146,407
146,675
146,481
146,636
147,681
147,667
147,548
147,577
147,732
148,709
148,734
148,752
148,723
148,735
149,767
149,763
149,756
149,758
149,757
150,514
150,855
150,280
150,487
150,373
151,632
151,678
151,729
151,644
151,631
152,684
152,655
152,643
152,670
152,653
153,636
153,646
153,639
153,693
153,656
154,623
154,626
154,628
154,642
154,638
155,641
155,598
155,629
155,603
155,638
156,597
156,590
156,588
156,588
156,618
157,519
157,435
157,293
157,317
157,260
158,602
158,625
158,506
158,533
158,486
159,489
159,632
159,632
159,488
159,662
160,642
160,623
160,623
160,642
160,632
