polygonid,elevation
4828,57
4829,33
4829,39
4829,23
4829,16
4829,13
4830,19
4830,8
4830,37
4830,24
4830,11
4831,2
4831,1
4831,2
4831,1
4831,2
4832,4
4832,4
4832,8
4832,7
4832,8
4833,8
4833,9
4833,5
4833,9
4833,0
4834,8
4834,15
4834,7
4834,11
4834,8
4835,12
4835,11
4835,12
4835,11
4835,12
4837,25
4837,4
4837,0
4837,4
4837,5
4838,14
4838,11
4838,9
4838,-3
4838,5
4839,27
4839,32
4839,18
4839,17
4839,29
4840,19
4840,0
4840,16
4840,0
4840,7
4841,28
4841,20
4841,12
4841,12
4841,18
4842,20
4842,9
4842,9
4842,9
4842,9
4843,10
4843,33
4843,7
4843,13
4843,30
4844,38
4844,30
4844,60
4844,56
4844,61
4845,81
4845,101
4845,93
4845,48
4845,106
4846,66
4846,92
4846,67
4846,95
4846,88
4847,93
4847,98
4847,107
4847,94
4847,94
4848,107
4848,123
4848,154
4848,111
4848,141
4849,116
4849,148
4849,146
4849,102
4849,99
